gcf	phylum
GCF000164985	Firmicutes
GCF900184705	not_annotated
GCF900103425	Firmicutes
GCF001998325	Actinobacteria
GCF000315235	not_annotated
GCF000689375	Bacteroidetes
GCF001435325	Firmicutes
GCF000255555	Spirochaetes
GCF000719975	Actinobacteria
GCF900110225	Proteobacteria
GCF002006565	Proteobacteria
GCF001274945	Firmicutes
GCF001895085	Proteobacteria
GCF900156655	Proteobacteria
GCF001885765	Firmicutes
GCF001420695	Firmicutes
GCF000298295	not_annotated
GCF001021045	Actinobacteria
GCF000718005	Actinobacteria
GCF001895925	not_annotated
GCF001613265	Actinobacteria
GCF002021925	Proteobacteria
GCF000015865	Firmicutes
GCF002005165	Firmicutes
GCF900142875	Proteobacteria
GCF001187845	Proteobacteria
GCF001438695	Firmicutes
GCF000169175	not_annotated
GCF000824785	Proteobacteria
GCF000159095	Firmicutes
GCF001999245	Proteobacteria
GCF000427385	Proteobacteria
GCF000257395	Proteobacteria
GCF000025905	not_annotated
GCF001688625	Firmicutes
GCF000241465	Proteobacteria
GCF000245795	Firmicutes
GCF000196855	Firmicutes
GCF001192655	Proteobacteria
GCF900105925	Actinobacteria
GCF001758365	Firmicutes
GCF900112675	Proteobacteria
GCF001758195	Proteobacteria
GCF001406595	Firmicutes
GCF001590965	Proteobacteria
GCF001467505	Proteobacteria
GCF000018285	Proteobacteria
GCF900099725	Actinobacteria
GCF001306415	Bacteroidetes
GCF002080435	Proteobacteria
GCF000015505	Proteobacteria
GCF900177405	Proteobacteria
GCF001437125	Firmicutes
GCF000341145	Actinobacteria
GCF000479045	Fusobacteria
GCF900086555	Proteobacteria
GCF000974425	Bacteroidetes
GCF001580015	not_annotated
GCF001274935	Firmicutes
GCF000237085	Firmicutes
GCF000661895	Actinobacteria
GCF000620785	Actinobacteria
GCF900114385	Actinobacteria
GCF900155365	Actinobacteria
GCF000521175	not_annotated
GCF001999905	Firmicutes
GCF900097105	Verrucomicrobia
GCF900109255	Bacteroidetes
GCF000452245	Firmicutes
GCF000833025	Bacteroidetes
GCF000296835	Firmicutes
GCF900102195	Actinobacteria
GCF000022125	Proteobacteria
GCF000296405	Actinobacteria
GCF000719865	Actinobacteria
GCF000350525	Actinobacteria
GCF001908775	Proteobacteria
GCF900107025	Proteobacteria
GCF900099985	Actinobacteria
GCF000160535	Bacteroidetes
GCF900113525	Bacteroidetes
GCF900143645	Firmicutes
GCF000158315	Fusobacteria
GCF000270085	Firmicutes
GCF000023205	Actinobacteria
GCF000015045	Proteobacteria
GCF000154305	Firmicutes
GCF001457435	Actinobacteria
GCF000154525	Bacteroidetes
GCF000752215	not_annotated
GCF000381785	Proteobacteria
GCF001678905	Actinobacteria
GCF001298675	Proteobacteria
GCF001438705	Firmicutes
GCF000741495	Actinobacteria
GCF001022195	Proteobacteria
GCF002158905	not_annotated
GCF000576305	Firmicutes
GCF002075795	Proteobacteria
GCF001517405	Proteobacteria
GCF002006345	Firmicutes
GCF000413055	Spirochaetes
GCF000285595	Firmicutes
GCF000161775	Proteobacteria
GCF001578205	Firmicutes
GCF000158075	Firmicutes
GCF900103165	Proteobacteria
GCF001439965	Firmicutes
GCF900110025	Proteobacteria
GCF001906585	Actinobacteria
GCF900129055	Proteobacteria
GCF002095575	Proteobacteria
GCF002086755	Actinobacteria
GCF002075885	Proteobacteria
GCF000311925	Bacteroidetes
GCF900129845	Proteobacteria
GCF001660705	Bacteroidetes
GCF001570965	Actinobacteria
GCF900107105	Actinobacteria
GCF002000045	Proteobacteria
GCF900163715	not_annotated
GCF000165485	Proteobacteria
GCF000504425	Proteobacteria
GCF000242255	Proteobacteria
GCF000702445	Acidobacteria
GCF000821065	Firmicutes
GCF900142055	Bacteroidetes
GCF000317535	not_annotated
GCF000301075	Bacteroidetes
GCF900129375	Actinobacteria
GCF000807925	Proteobacteria
GCF000213825	Firmicutes
GCF000454065	Firmicutes
GCF000282995	not_annotated
GCF000315055	Proteobacteria
GCF900106555	Proteobacteria
GCF002209385	not_annotated
GCF001584725	not_annotated
GCF001577305	Actinobacteria
GCF900101875	Bacteroidetes
GCF000016085	Chlorobi
GCF900096965	Firmicutes
GCF000744705	Actinobacteria
GCF001431535	Proteobacteria
GCF000380245	Firmicutes
GCF000016285	Proteobacteria
GCF900107415	Proteobacteria
GCF000430545	Bacteroidetes
GCF000716715	Actinobacteria
GCF000379645	Actinobacteria
GCF002096055	Actinobacteria
GCF000612805	Firmicutes
GCF000953635	Proteobacteria
GCF900142035	Bacteroidetes
GCF000248055	Actinobacteria
